date	region	store	sales_volume	arp	sales_rep	endcap	demo	demo13	demo45	natural	fitness
06/22/2010	SO	Mountain Brook	178.69	4.17	0	1	0	1	0	2	1
06/29/2010	SO	Mountain Brook	277.62	5.1	0	1	1	1	0	2	1
06/07/2010	SO	Mountain Brook	325.65	3.49	0	0	1	1	1	2	1
07/13/2010	SO	Mountain Brook	231.02	3.5	0	1	0	1	1	2	1
04/05/2010	NC	Napa	253.62	4.62	1	0	1	0	0	4	2
11/05/2010	NC	Napa	321.75	4.62	1	0	1	1	0	4	2
05/18/2010	NC	Napa	231.57	4.29	1	1	0	1	0	4	2
05/25/2010	NC	Napa	183.85	4.29	1	0	0	1	0	4	2
01/06/2010	NC	Napa	228.74	4.29	1	1	0	1	1	4	2
08/06/2010	NC	Napa	234.03	4.62	1	0	0	0	1	4	2
06/15/2010	NC	Napa	294.77	4.64	1	0	1	0	1	4	2
06/22/2010	NC	Napa	204.08	4.64	1	0	0	1	0	4	2
06/29/2010	NC	Napa	276.72	4.64	1	1	1	1	0	4	2
06/07/2010	NC	Napa	209.42	4.47	1	0	0	1	0	4	2
07/13/2010	NC	Napa	250.02	4.43	1	0	1	1	1	4	2
04/05/2010	MW	New Lincoln Park (aka Lincoln Park)	157.73	4.55	1	0	0	0	0	3	5
11/05/2010	MW	New Lincoln Park (aka Lincoln Park)	301.31	4.86	1	1	1	0	0	3	5
05/18/2010	MW	New Lincoln Park (aka Lincoln Park)	238.59	4.14	1	0	0	1	0	3	5
05/25/2010	MW	New Lincoln Park (aka Lincoln Park)	315.89	4.14	1	0	1	1	0	3	5
01/06/2010	MW	New Lincoln Park (aka Lincoln Park)	220.1	4.14	1	0	0	1	0	3	5
08/06/2010	MW	New Lincoln Park (aka Lincoln Park)	368.08	4.34	1	0	1	1	1	3	5
06/15/2010	MW	New Lincoln Park (aka Lincoln Park)	325.73	4.1	1	0	1	1	1	3	5
06/22/2010	MW	New Lincoln Park (aka Lincoln Park)	379.69	4.12	1	0	1	1	1	3	5
06/29/2010	MW	New Lincoln Park (aka Lincoln Park)	348.66	4.09	1	1	1	1	1	3	5
06/07/2010	MW	New Lincoln Park (aka Lincoln Park)	416.25	3.95	1	0	1	1	1	3	5
07/13/2010	MW	New Lincoln Park (aka Lincoln Park)	471.98	3.95	1	0	1	1	1	3	5
04/05/2010	NP	Newtonville	221.57	4.24	0	0	0	0	0	3	4
11/05/2010	NP	Newtonville	202.83	4.24	0	0	0	0	0	3	4
05/18/2010	NP	Newtonville	208.25	4.07	0	0	0	0	0	3	4
05/25/2010	NP	Newtonville	129.62	3.86	0	0	0	0	0	3	4
01/06/2010	NP	Newtonville	145.56	4.07	0	1	0	0	0	3	4
08/06/2010	NP	Newtonville	206.06	4.72	0	1	0	0	0	3	4
06/15/2010	NP	Newtonville	164.6	4.84	0	0	0	0	0	3	4
06/22/2010	NP	Newtonville	181.2	4.72	0	0	0	0	0	3	4
06/29/2010	NP	Newtonville	231.44	4.72	0	1	0	0	0	3	4
06/07/2010	NP	Newtonville	47.56	4.29	0	0	0	0	0	3	4
07/13/2010	NP	Newtonville	222.81	3.42	0	0	0	0	0	3	4
04/05/2010	MW	Northbrook	359.43	3.5	1	1	1	0	0	3	3
11/05/2010	MW	Northbrook	262	3.5	1	1	1	1	0	3	3
05/18/2010	MW	Northbrook	247	3.51	1	1	0	1	0	3	3
05/25/2010	MW	Northbrook	232.13	3.49	1	0	0	1	0	3	3
01/06/2010	MW	Northbrook	284.23	3.65	1	0	1	1	1	3	3
08/06/2010	MW	Northbrook	329.25	2.94	1	0	1	1	1	3	3
06/15/2010	MW	Northbrook	373.44	2.9	1	1	1	1	1	3	3
06/22/2010	MW	Northbrook	335.26	3.39	1	1	1	1	0	3	3
06/29/2010	MW	Northbrook	408.44	3.08	1	1	1	1	1	3	3
06/07/2010	MW	Northbrook	341.32	3.69	1	0	1	1	1	3	3
07/13/2010	MW	Northbrook	324.48	3.36	1	0	1	1	1	3	3
04/05/2010	MA	Old Town	113.51	3.9	0	0	0	0	0	2	4
11/05/2010	MA	Old Town	267.53	3.54	0	0	1	0	0	2	4
05/18/2010	MA	Old Town	175.83	3.34	0	1	0	1	0	2	4
05/25/2010	MA	Old Town	235.57	3.41	0	0	0	1	0	2	4
01/06/2010	MA	Old Town	151.34	3.34	0	1	0	1	0	2	4
08/06/2010	MA	Old Town	211.42	3.63	0	1	0	0	1	2	4
06/15/2010	MA	Old Town	272.3	3.54	0	0	1	0	1	2	4
06/22/2010	MA	Old Town	163.03	3.54	0	1	0	1	0	2	4
06/29/2010	MA	Old Town	170.96	3.54	0	0	0	1	0	2	4
06/07/2010	MA	Old Town	176.15	3.13	0	1	0	1	0	2	4
07/13/2010	MA	Old Town	145.65	3.13	0	1	0	0	1	2	4
04/05/2010	MA	P Street	136.57	4.13	0	1	0	0	0	2	4
11/05/2010	MA	P Street	274.91	3.54	0	1	1	0	0	2	4
05/18/2010	MA	P Street	201.69	3.6	0	1	0	1	0	2	4
05/25/2010	MA	P Street	173.89	3.6	0	0	0	1	0	2	4
01/06/2010	MA	P Street	253.96	3.6	0	1	1	1	0	2	4
08/06/2010	MA	P Street	236.75	4.06	0	0	0	1	1	2	4
06/15/2010	MA	P Street	269.81	4.06	0	0	1	1	1	2	4
06/22/2010	MA	P Street	348.93	4.06	0	0	1	1	0	2	4
06/29/2010	MA	P Street	243.09	4.06	0	1	0	1	1	2	4
06/07/2010	MA	P Street	273.53	3.71	0	0	1	1	1	2	4
07/13/2010	MA	P Street	286.31	3.71	0	0	1	1	1	2	4
04/05/2010	SP	Pacific Coast Highway (aka El Segundo)	274.49	4.52	1	0	1	0	0	2	1
11/05/2010	SP	Pacific Coast Highway (aka El Segundo)	215.18	4.62	1	0	0	1	0	2	1
05/18/2010	SP	Pacific Coast Highway (aka El Segundo)	359.24	4.37	1	1	1	1	0	2	1
05/25/2010	SP	Pacific Coast Highway (aka El Segundo)	184.33	4.34	1	0	0	1	0	2	1
01/06/2010	SP	Pacific Coast Highway (aka El Segundo)	232.62	4.1	1	0	0	1	1	2	1
08/06/2010	SP	Pacific Coast Highway (aka El Segundo)	223.71	4.55	1	0	0	1	1	2	1
06/15/2010	SP	Pacific Coast Highway (aka El Segundo)	219.07	4.62	1	0	0	0	1	2	1
06/22/2010	SP	Pacific Coast Highway (aka El Segundo)	367.81	4.62	1	0	1	0	1	2	1
06/29/2010	SP	Pacific Coast Highway (aka El Segundo)	364.88	4.62	1	0	1	1	0	2	1
06/07/2010	SP	Pacific Coast Highway (aka El Segundo)	301.49	4.28	1	1	1	1	0	2	1
07/13/2010	SP	Pacific Coast Highway (aka El Segundo)	430.64	4.27	1	1	1	1	0	2	1
04/05/2010	MW	Palatine	226.84	4.19	1	0	0	0	0	2	5
11/05/2010	MW	Palatine	319.37	4.17	1	0	1	0	0	2	5
05/18/2010	MW	Palatine	279.94	3.77	1	0	1	1	0	2	5
05/25/2010	MW	Palatine	197.51	3.77	1	1	0	1	0	2	5
01/06/2010	MW	Palatine	280.71	3.69	1	1	1	1	0	2	5
08/06/2010	MW	Palatine	220.51	3.81	1	0	0	1	1	2	5
06/15/2010	MW	Palatine	270.49	4.08	1	0	1	0	1	2	5
06/22/2010	MW	Palatine	350.24	3.82	1	1	1	1	1	2	5
06/29/2010	MW	Palatine	320.68	4.22	1	0	1	1	0	2	5
06/07/2010	MW	Palatine	270.88	3.74	1	0	1	1	0	2	5
07/13/2010	MW	Palatine	373.01	3.44	1	1	1	1	1	2	5
04/05/2010	FL	Palm Beach Gardens	179.03	4.56	0	1	0	0	0	2	4
11/05/2010	FL	Palm Beach Gardens	238.28	4.21	0	1	0	0	0	2	4
05/18/2010	FL	Palm Beach Gardens	163.1	4.06	0	1	0	0	0	2	4
05/25/2010	FL	Palm Beach Gardens	239.58	4.06	0	1	0	0	0	2	4
01/06/2010	FL	Palm Beach Gardens	204.93	4.06	0	1	0	0	0	2	4
08/06/2010	FL	Palm Beach Gardens	156.41	4.38	0	0	0	0	0	2	4
06/15/2010	FL	Palm Beach Gardens	242.69	4.47	0	0	0	0	0	2	4
06/22/2010	FL	Palm Beach Gardens	239.12	4.47	0	1	0	0	0	2	4
06/29/2010	FL	Palm Beach Gardens	199.01	4.1	0	0	0	0	0	2	4
06/07/2010	FL	Palm Beach Gardens	107.13	4.19	0	0	0	0	0	2	4
07/13/2010	FL	Palm Beach Gardens	241.64	4.37	0	0	0	0	0	2	4
04/05/2010	SW	Parkway (aka Arlington)	131.67	3.99	0	0	0	0	0	3	1
11/05/2010	SW	Parkway (aka Arlington)	140.28	3.99	0	1	0	0	0	3	1
05/18/2010	SW	Parkway (aka Arlington)	187.4	3.74	0	1	0	0	0	3	1
05/25/2010	SW	Parkway (aka Arlington)	190.11	3.74	0	1	0	0	0	3	1
01/06/2010	SW	Parkway (aka Arlington)	148.67	3.74	0	0	0	0	0	3	1
08/06/2010	SW	Parkway (aka Arlington)	174.01	4.43	0	0	0	0	0	3	1
06/15/2010	SW	Parkway (aka Arlington)	230.17	3.99	0	0	0	0	0	3	1
06/22/2010	SW	Parkway (aka Arlington)	103.6	3.99	0	0	0	0	0	3	1
06/29/2010	SW	Parkway (aka Arlington)	181.25	3.99	0	0	0	0	0	3	1
06/07/2010	SW	Parkway (aka Arlington)	134.43	4.59	0	1	0	0	0	3	1
07/13/2010	SW	Parkway (aka Arlington)	143.39	4.59	0	0	0	0	0	3	1
04/05/2010	SP	Pasadena	299.2	4.89	1	0	1	0	0	3	3
11/05/2010	SP	Pasadena	268.37	4.57	1	0	1	1	0	3	3
05/18/2010	SP	Pasadena	198.95	4.75	1	0	0	1	0	3	3
05/25/2010	SP	Pasadena	199.74	4.27	1	0	0	1	0	3	3
01/06/2010	SP	Pasadena	285.3	4.52	1	0	1	1	1	3	3
08/06/2010	SP	Pasadena	199.94	4.25	1	0	0	1	1	3	3
06/15/2010	SP	Pasadena	162.82	4.79	1	1	0	1	1	3	3
06/22/2010	SP	Pasadena	289.62	4.61	1	0	1	1	0	3	3
06/29/2010	SP	Pasadena	347.11	4.58	1	0	1	1	1	3	3
06/07/2010	SP	Pasadena	299.17	4.2	1	0	1	1	1	3	3
07/13/2010	SP	Pasadena	318.75	4.27	1	0	1	1	0	3	3
04/05/2010	RM	Pearl	153.98	5.02	1	0	0	0	0	2	2
11/05/2010	RM	Pearl	232.91	5.02	1	0	0	0	0	2	2
05/18/2010	RM	Pearl	308.28	4.46	1	0	1	0	0	2	2
05/25/2010	RM	Pearl	272.21	5.01	1	0	1	1	0	2	2
01/06/2010	RM	Pearl	355.87	4.88	1	0	1	1	0	2	2
08/06/2010	RM	Pearl	337.18	4.83	1	0	1	1	0	2	2
06/15/2010	RM	Pearl	361.36	5.23	1	1	1	1	1	2	2
06/22/2010	RM	Pearl	1041.2	4.08	1	1	1	1	1	2	2
06/29/2010	RM	Pearl	753.39	4.08	1	1	1	1	1	2	2
06/07/2010	RM	Pearl	192.08	4.75	1	0	0	1	1	2	2
07/13/2010	RM	Pearl	390.64	4.15	1	0	1	1	1	2	2
04/05/2010	NC	Petaluma	312.6	4.68	1	1	1	0	0	3	5
11/05/2010	NC	Petaluma	267.8	4.68	1	1	1	1	0	3	5
05/18/2010	NC	Petaluma	293.29	4.59	1	0	1	1	0	3	5
05/25/2010	NC	Petaluma	313.51	4.59	1	1	1	1	0	3	5
01/06/2010	NC	Petaluma	299.49	4.59	1	0	1	1	1	3	5
08/06/2010	NC	Petaluma	277.55	4.97	1	0	1	1	1	3	5
06/15/2010	NC	Petaluma	298.4	4.93	1	0	1	1	1	3	5
06/22/2010	NC	Petaluma	338.87	4.93	1	0	1	1	1	3	5
06/29/2010	NC	Petaluma	188.77	4.94	1	0	0	1	1	3	5
06/07/2010	NC	Petaluma	337.01	4.79	1	0	1	1	1	3	5
07/13/2010	NC	Petaluma	268.17	4.79	1	0	1	1	1	3	5
04/05/2010	MA	Philadelphia	156.63	3.9	0	0	0	0	0	5	2
11/05/2010	MA	Philadelphia	170.64	3.63	0	0	0	0	0	5	2
05/18/2010	MA	Philadelphia	186.4	3.34	0	1	0	0	0	5	2
05/25/2010	MA	Philadelphia	250.88	3.41	0	1	1	0	0	5	2
01/06/2010	MA	Philadelphia	199.69	3.4	0	0	0	1	0	5	2
08/06/2010	MA	Philadelphia	148.63	3.9	0	0	0	1	0	5	2
06/15/2010	MA	Philadelphia	320.94	3.9	0	0	1	1	0	5	2
06/22/2010	MA	Philadelphia	187.73	3.9	0	1	0	1	1	5	2
06/29/2010	MA	Philadelphia	235.13	3.9	0	0	0	1	1	5	2
06/07/2010	MA	Philadelphia	215.64	3.61	0	0	0	1	0	5	2
07/13/2010	MA	Philadelphia	215.03	3.61	0	0	0	0	1	5	2
04/05/2010	RM	Pike's Peak	256.29	4.5	1	1	1	0	0	3	4
11/05/2010	RM	Pike's Peak	184.68	5.48	1	0	0	1	0	3	4
05/18/2010	RM	Pike's Peak	259.95	4.29	1	0	1	1	0	3	4
05/25/2010	RM	Pike's Peak	325.84	4.06	1	0	1	1	0	3	4
01/06/2010	RM	Pike's Peak	291.77	4.03	1	0	1	1	1	3	4
08/06/2010	RM	Pike's Peak	126.72	6.25	1	0	0	1	1	3	4
06/15/2010	RM	Pike's Peak	206.7	5.67	1	1	0	1	1	3	4
06/22/2010	RM	Pike's Peak	201.98	5.67	1	0	0	1	1	3	4
06/29/2010	RM	Pike's Peak	303.2	3.85	1	0	1	0	1	3	4
06/07/2010	RM	Pike's Peak	342.46	4.14	1	0	1	1	1	3	4
07/13/2010	RM	Pike's Peak	189.92	4.14	1	1	0	1	0	3	4
04/05/2010	SW	Plano	136.51	3.99	0	1	0	0	0	2	1
11/05/2010	SW	Plano	221.58	3.99	0	0	0	0	0	2	1
05/18/2010	SW	Plano	231.25	3.78	0	1	0	0	0	2	1
05/25/2010	SW	Plano	136.01	3.78	0	1	0	0	0	2	1
01/06/2010	SW	Plano	213.82	3.7	0	0	0	0	0	2	1
08/06/2010	SW	Plano	155.72	3.99	0	1	0	0	0	2	1
06/15/2010	SW	Plano	196.58	3.99	0	1	0	0	0	2	1
06/22/2010	SW	Plano	147.89	3.99	0	0	0	0	0	2	1
06/29/2010	SW	Plano	218.22	3.99	0	1	0	0	0	2	1
06/07/2010	SW	Plano	182.41	3.78	0	0	0	0	0	2	1
07/13/2010	SW	Plano	114.83	3.78	0	1	0	0	0	2	1
04/05/2010	FL	Plantation	201.31	4.39	0	1	0	0	0	3	5
11/05/2010	FL	Plantation	132.3	4.39	0	1	0	0	0	3	5
05/18/2010	FL	Plantation	165.57	4.01	0	0	0	0	0	3	5
05/25/2010	FL	Plantation	191.7	3.81	0	1	0	0	0	3	5
01/06/2010	FL	Plantation	182.74	4.15	0	0	0	0	0	3	5
08/06/2010	FL	Plantation	209.1	4.36	0	1	0	0	0	3	5
06/15/2010	FL	Plantation	239.34	4.36	0	1	0	0	0	3	5
06/22/2010	FL	Plantation	137.87	4.12	0	0	0	0	0	3	5
06/29/2010	FL	Plantation	238.4	4.34	0	1	0	0	0	3	5
06/07/2010	FL	Plantation	237.23	4.09	0	1	0	0	0	3	5
07/13/2010	FL	Plantation	111.45	4.09	0	0	0	0	0	3	5
04/05/2010	SO	Ponce de Lyon	196.79	4.05	0	1	0	0	0	3	2
11/05/2010	SO	Ponce de Lyon	146.21	3.74	0	1	0	0	0	3	2
05/18/2010	SO	Ponce de Lyon	139.55	3.64	0	0	0	0	0	3	2
05/25/2010	SO	Ponce de Lyon	72.63	3.55	0	0	0	0	0	3	2
01/06/2010	SO	Ponce de Lyon	234.86	3.55	0	1	0	0	0	3	2
08/06/2010	SO	Ponce de Lyon	236.29	3.75	0	0	0	0	0	3	2
06/15/2010	SO	Ponce de Lyon	141.78	3.75	0	1	0	0	0	3	2
06/22/2010	SO	Ponce de Lyon	232.58	3.85	0	1	0	0	0	3	2
06/29/2010	SO	Ponce de Lyon	168.75	3.92	0	0	0	0	0	3	2
06/07/2010	SO	Ponce de Lyon	232.51	3.5	0	1	0	0	0	3	2
07/13/2010	SO	Ponce de Lyon	247.61	3.5	0	0	0	0	0	3	2
04/05/2010	NP	Portland ME (aka Portland)	148.4	4.63	0	0	0	0	0	1	4
11/05/2010	NP	Portland ME (aka Portland)	182.43	4.63	0	0	0	0	0	1	4
05/18/2010	NP	Portland ME (aka Portland)	178.36	4.07	0	1	0	0	0	1	4
05/25/2010	NP	Portland ME (aka Portland)	172.82	4.07	0	1	0	0	0	1	4
01/06/2010	NP	Portland ME (aka Portland)	306.85	4.07	0	1	1	0	0	1	4
08/06/2010	NP	Portland ME (aka Portland)	172.19	4.63	0	1	0	1	0	1	4
06/15/2010	NP	Portland ME (aka Portland)	198.38	4.63	0	0	0	1	0	1	4
06/22/2010	NP	Portland ME (aka Portland)	142.52	4.63	0	0	0	1	0	1	4
06/29/2010	NP	Portland ME (aka Portland)	192.35	4.63	0	1	0	0	1	1	4
06/07/2010	NP	Portland ME (aka Portland)	241.55	4.26	0	0	0	0	1	1	4
07/13/2010	NP	Portland ME (aka Portland)	292.16	3.78	0	1	1	0	0	1	4
04/05/2010	MA	Princeton	163.58	4.14	0	1	0	0	0	1	3
11/05/2010	MA	Princeton	240.14	3.74	0	0	0	0	0	1	3
05/18/2010	MA	Princeton	173.96	3.66	0	0	0	0	0	1	3
05/25/2010	MA	Princeton	208.73	3.34	0	0	0	0	0	1	3
01/06/2010	MA	Princeton	241.91	3.48	0	0	0	0	0	1	3
08/06/2010	MA	Princeton	199.37	3.74	0	0	0	0	0	1	3
06/15/2010	MA	Princeton	128.16	3.74	0	0	0	0	0	1	3
06/22/2010	MA	Princeton	294.96	3.74	0	1	1	0	0	1	3
06/29/2010	MA	Princeton	174.59	3.83	0	0	0	1	0	1	3
06/07/2010	MA	Princeton	336.47	3.36	0	0	1	1	0	1	3
07/13/2010	MA	Princeton	307.94	3.36	0	1	1	1	0	1	3
04/05/2010	PN	Redmond	219.48	4.22	1	0	0	0	0	3	3
11/05/2010	PN	Redmond	218.55	4.22	1	0	0	0	0	3	3
05/18/2010	PN	Redmond	214.92	4.09	1	0	0	0	0	3	3
05/25/2010	PN	Redmond	221.33	3.79	1	1	0	0	0	3	3
01/06/2010	PN	Redmond	195.68	3.7	1	0	0	0	0	3	3
08/06/2010	PN	Redmond	218.68	4.22	1	0	0	0	0	3	3
06/15/2010	PN	Redmond	652.76	3.73	1	1	1	0	0	3	3
06/22/2010	PN	Redmond	891.08	3.59	1	1	1	1	0	3	3
06/29/2010	PN	Redmond	926.09	3.27	1	1	1	1	0	3	3
06/07/2010	PN	Redmond	787.33	3.36	1	1	1	1	0	3	3
07/13/2010	PN	Redmond	784.79	3.36	1	1	1	1	1	3	3
04/05/2010	NC	Redwood City	234.37	4.87	1	0	0	0	0	4	4
11/05/2010	NC	Redwood City	316.1	4.79	1	0	1	0	0	4	4
05/18/2010	NC	Redwood City	318.2	4.19	1	0	1	1	0	4	4
05/25/2010	NC	Redwood City	239.79	4.19	1	0	0	1	0	4	4
01/06/2010	NC	Redwood City	207.65	4.43	1	0	0	1	0	4	4
08/06/2010	NC	Redwood City	188.49	4.9	1	0	0	1	1	4	4
06/15/2010	NC	Redwood City	792.52	4.47	1	1	1	0	1	4	4
06/22/2010	NC	Redwood City	798.55	4.28	1	1	1	1	1	4	4
06/29/2010	NC	Redwood City	836.32	4.28	1	1	1	1	0	4	4
06/07/2010	NC	Redwood City	756.36	4.72	1	1	1	1	0	4	4
07/13/2010	NC	Redwood City	726.37	4.73	1	1	1	1	1	4	4
04/05/2010	MW	Regency (aka Omaha)	180.49	3.83	1	0	0	0	0	4	5
11/05/2010	MW	Regency (aka Omaha)	224.63	3.77	1	0	0	0	0	4	5
05/18/2010	MW	Regency (aka Omaha)	213.24	3.6	1	0	0	0	0	4	5
05/25/2010	MW	Regency (aka Omaha)	184.03	3.54	1	0	0	0	0	4	5
01/06/2010	MW	Regency (aka Omaha)	264.33	3.64	1	0	1	0	0	4	5
08/06/2010	MW	Regency (aka Omaha)	239.65	3.84	1	0	0	1	0	4	5
06/15/2010	MW	Regency (aka Omaha)	334.02	3.79	1	1	1	1	0	4	5
06/22/2010	MW	Regency (aka Omaha)	203.48	3.77	1	0	0	1	0	4	5
06/29/2010	MW	Regency (aka Omaha)	243.96	3.72	1	0	0	1	1	4	5
06/07/2010	MW	Regency (aka Omaha)	277.35	3.3	1	0	1	1	1	4	5
07/13/2010	MW	Regency (aka Omaha)	337.16	3.3	1	0	1	1	1	4	5
04/05/2010	NP	River Street	162.85	4.16	0	1	0	0	0	2	1
11/05/2010	NP	River Street	215.7	4.12	0	0	0	0	0	2	1
05/18/2010	NP	River Street	241.18	3.82	0	0	0	0	0	2	1
05/25/2010	NP	River Street	127.7	3.82	0	1	0	0	0	2	1
01/06/2010	NP	River Street	101.57	3.82	0	0	0	0	0	2	1
08/06/2010	NP	River Street	176.67	4.16	0	1	0	0	0	2	1
06/15/2010	NP	River Street	198.15	4.16	0	0	0	0	0	2	1
06/22/2010	NP	River Street	197.21	4.16	0	0	0	0	0	2	1
06/29/2010	NP	River Street	119.29	4.16	0	0	0	0	0	2	1
06/07/2010	NP	River Street	265.37	3.78	0	1	1	0	0	2	1
07/13/2010	NP	River Street	125.21	3.78	0	0	0	1	0	2	1
04/05/2010	MA	Rockville	171.97	3.9	0	1	0	0	0	2	4
11/05/2010	MA	Rockville	254.5	3.9	0	0	1	0	0	2	4
05/18/2010	MA	Rockville	169.6	3.34	0	1	0	1	0	2	4
05/25/2010	MA	Rockville	128.24	3.34	0	0	0	1	0	2	4
01/06/2010	MA	Rockville	220.52	3.34	0	1	0	1	0	2	4
08/06/2010	MA	Rockville	262.89	3.54	0	1	1	0	1	2	4
06/15/2010	MA	Rockville	309.22	3.54	0	0	1	1	1	2	4
06/22/2010	MA	Rockville	243.57	3.54	0	1	0	1	0	2	4
06/29/2010	MA	Rockville	234.53	3.54	0	1	0	1	0	2	4
06/07/2010	MA	Rockville	323.55	3.13	0	0	1	1	0	2	4
07/13/2010	MA	Rockville	298.39	3.13	0	0	1	1	1	2	4
04/05/2010	PN	Roosevelt Square	304.47	4.52	1	0	1	0	0	4	2
11/05/2010	PN	Roosevelt Square	300.73	4.49	1	1	1	1	0	4	2
05/18/2010	PN	Roosevelt Square	222.53	4.41	1	0	0	1	0	4	2
05/25/2010	PN	Roosevelt Square	189.4	4.41	1	1	0	1	0	4	2
01/06/2010	PN	Roosevelt Square	207.18	4.2	1	0	0	1	1	4	2
08/06/2010	PN	Roosevelt Square	273.18	4.45	1	0	1	0	1	4	2
06/15/2010	PN	Roosevelt Square	130.91	4.45	1	1	0	1	1	4	2
06/22/2010	PN	Roosevelt Square	824.64	4.34	1	1	1	1	0	4	2
06/29/2010	PN	Roosevelt Square	885.81	3.73	1	1	1	1	0	4	2
06/07/2010	PN	Roosevelt Square	703	3.71	1	1	1	1	1	4	2
07/13/2010	PN	Roosevelt Square	772.21	3.71	1	1	1	1	1	4	2
04/05/2010	NE	Rose City	154.7	4.73	0	1	0	0	0	2	5
11/05/2010	NE	Rose City	120.08	4.03	0	1	0	0	0	2	5
05/18/2010	NE	Rose City	284.83	3.67	0	1	1	0	0	2	5
05/25/2010	NE	Rose City	248.17	3.67	1	0	0	1	0	2	5
01/06/2010	NE	Rose City	278.15	3.79	1	0	1	1	0	2	5
08/06/2010	NE	Rose City	275.66	4.03	1	0	1	1	0	2	5
06/15/2010	NE	Rose City	325.04	3.63	1	0	1	1	1	2	5
06/22/2010	NE	Rose City	336.94	4.03	1	0	1	1	1	2	5
06/29/2010	NE	Rose City	304.84	4.21	1	0	1	1	1	2	5
06/07/2010	NE	Rose City	257.53	4.02	1	0	1	1	1	2	5
07/13/2010	NE	Rose City	280.5	4.02	1	0	1	1	1	2	5
04/05/2010	NC	Roseville	285.52	4.62	1	0	1	0	0	3	1
11/05/2010	NC	Roseville	289.12	4.68	1	0	1	1	0	3	1
05/18/2010	NC	Roseville	311.48	4.06	1	0	1	1	0	3	1
05/25/2010	NC	Roseville	260.14	4.06	1	1	1	1	0	3	1
01/06/2010	NC	Roseville	301.97	4.29	1	1	1	1	1	3	1
08/06/2010	NC	Roseville	301.02	4.6	1	1	1	1	1	3	1
06/15/2010	NC	Roseville	223.21	4.32	1	0	0	1	1	3	1
06/22/2010	NC	Roseville	246.45	4.6	1	1	0	1	1	3	1
06/29/2010	NC	Roseville	223.33	4.11	1	0	0	1	1	3	1
06/07/2010	NC	Roseville	276.78	3.96	1	1	1	0	1	3	1
07/13/2010	NC	Roseville	268.59	3.96	1	0	1	1	1	3	1
04/05/2010	NC	Sacramento	287.8	4.59	1	0	1	0	0	4	0
11/05/2010	NC	Sacramento	280.22	4.59	1	1	1	1	0	4	0
05/18/2010	NC	Sacramento	314.64	3.9	1	1	1	1	0	4	0
05/25/2010	NC	Sacramento	223.71	4.19	1	0	0	1	0	4	0
01/06/2010	NC	Sacramento	192.68	3.9	1	0	0	1	1	4	0
08/06/2010	NC	Sacramento	169.33	4.22	1	0	0	1	1	4	0
06/15/2010	NC	Sacramento	249.79	4.53	1	0	0	0	1	4	0
06/22/2010	NC	Sacramento	159.1	4.56	1	0	0	0	1	4	0
06/29/2010	NC	Sacramento	226.9	4.18	1	0	0	0	0	4	0
06/07/2010	NC	Sacramento	252.18	3.99	1	0	1	0	0	4	0
07/13/2010	NC	Sacramento	284.16	3.99	1	0	1	1	0	4	0
04/05/2010	NC	San Mateo	274.47	4.87	1	0	1	0	0	2	3
11/05/2010	NC	San Mateo	306.91	4.87	1	0	1	1	0	2	3
05/18/2010	NC	San Mateo	367.71	4.55	1	0	1	1	0	2	3
05/25/2010	NC	San Mateo	276.85	4.55	1	1	1	1	0	2	3
01/06/2010	NC	San Mateo	196.71	4.55	1	1	0	1	1	2	3
08/06/2010	NC	San Mateo	231.29	4.62	1	1	0	1	1	2	3
06/15/2010	NC	San Mateo	265.9	4.94	1	1	1	1	1	2	3
06/22/2010	NC	San Mateo	312.81	4.86	1	1	1	1	1	2	3
06/29/2010	NC	San Mateo	244.9	4.86	1	0	0	1	1	2	3
06/07/2010	NC	San Mateo	206.6	4.73	1	1	0	1	0	2	3
07/13/2010	NC	San Mateo	325.83	4.73	1	0	1	1	1	2	3
04/05/2010	NC	San Rafael	271.99	4.79	1	0	1	0	0	2	1
11/05/2010	NC	San Rafael	211.82	4.79	1	1	0	1	0	2	1
05/18/2010	NC	San Rafael	296.29	4.48	1	0	1	1	0	2	1
05/25/2010	NC	San Rafael	351.67	4.48	1	0	1	1	0	2	1
01/06/2010	NC	San Rafael	480.66	4.48	1	0	1	1	1	2	1
08/06/2010	NC	San Rafael	405.28	4.89	1	1	1	1	1	2	1
06/15/2010	NC	San Rafael	320.55	4.86	1	0	1	1	1	2	1
06/22/2010	NC	San Rafael	508.4	4.6	1	0	1	1	1	2	1
06/29/2010	NC	San Rafael	298.11	4.86	1	0	1	1	1	2	1
06/07/2010	NC	San Rafael	371.03	4.73	1	1	1	1	1	2	1
07/13/2010	NC	San Rafael	395.27	4.73	1	0	1	1	1	2	1
04/05/2010	NC	San Ramon	269.89	4.64	1	1	1	0	0	3	4
11/05/2010	NC	San Ramon	184.35	4.64	1	0	0	1	0	3	4
05/18/2010	NC	San Ramon	246.55	4.3	1	1	0	1	0	3	4
05/25/2010	NC	San Ramon	274.78	4.19	1	0	1	1	0	3	4
01/06/2010	NC	San Ramon	200.09	4.12	1	0	0	1	1	3	4
08/06/2010	NC	San Ramon	265.84	4.79	1	1	1	1	1	3	4
06/15/2010	NC	San Ramon	203.94	4.79	1	0	0	1	0	3	4
06/22/2010	NC	San Ramon	253.77	4.9	1	0	1	1	1	3	4
